trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled                                                                                                                                                                                                                                         
7182312026-08-23,19:31:00,19:31:00,05521,12,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:33:00,19:33:00,05522,13,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:38:00,19:39:00,05523,14,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:44:00,19:44:00,05525,15,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:47:00,19:47:00,05527,16,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:53:00,19:53:00,05529,17,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,19:59:00,19:59:00,05531,18,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:03:00,20:05:00,05533,19,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:07:00,20:07:00,05534,20,,0,1,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:14:00,20:14:00,05535,21,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:19:00,20:19:00,05537,22,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:24:00,20:25:00,05539,23,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:31:00,20:31:00,05541,24,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:33:00,20:33:00,05542,25,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:36:00,20:37:00,05543,26,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:43:00,20:43:00,05545,27,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:48:00,20:48:00,05547,28,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:55:00,20:55:00,05549,29,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,20:59:00,20:59:00,05551,30,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:04:00,21:05:00,05553,31,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:09:00,21:09:00,05555,32,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:13:00,21:13:00,05557,33,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:19:00,21:19:00,05559,34,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:24:00,21:24:00,05561,35,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:31:00,21:31:00,05563,36,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:35:00,21:35:00,05565,37,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:38:00,21:38:00,05567,38,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:41:00,21:41:00,05569,39,,0,0,                                                                                                                                                                                                                                                                                                             
7182312026-08-23,21:44:00,21:44:00,05571,40,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,7:19:00,7:19:00,15211,01,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:21:00,7:21:00,05300,02,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:22:00,7:22:00,05301,03,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:24:00,7:24:00,05302,04,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:25:00,7:25:00,05303,05,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:29:00,7:30:00,05304,06,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:35:00,7:35:00,05306,07,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:37:00,7:37:00,05308,08,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:40:00,7:45:00,05311,09,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:54:00,7:54:00,05313,10,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,7:59:00,7:59:00,05315,11,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:04:00,8:04:00,05316,12,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:09:00,8:10:00,05317,13,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:15:00,8:15:00,05319,14,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:20:00,8:20:00,05320,15,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:24:00,8:24:00,05321,16,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:29:00,8:29:00,05323,17,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:35:00,8:39:00,05325,18,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:50:00,8:50:00,05243,19,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,8:57:00,8:57:00,05245,20,,0,1,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:03:00,9:03:00,05249,21,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:09:00,9:09:00,05251,22,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:15:00,9:15:00,05255,23,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:24:00,9:24:00,05259,24,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:27:00,9:27:00,05261,25,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:31:00,9:31:00,05263,26,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:35:00,9:35:00,05265,27,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:41:00,9:41:00,05267,28,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:45:00,9:45:00,05269,29,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,9:50:00,9:50:00,05271,30,,0,0,                                                                                                                                                                                                                                                                                                               
7183012026-08-23,10:03:00,10:03:00,05275,31,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,10:21:00,10:21:00,05279,32,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,10:33:00,10:33:00,05283,33,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,10:41:00,10:41:00,05285,34,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,10:49:00,10:49:00,05291,35,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:00:00,11:00:00,05293,36,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:12:00,11:12:00,05299,37,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:20:00,11:20:00,05197,38,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:29:00,11:29:00,05193,39,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:39:00,11:39:00,05191,40,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:41:00,11:41:00,05189,41,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:42:00,11:42:00,05187,42,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:44:00,11:44:00,05185,43,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:48:00,11:48:00,05183,44,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:52:00,11:52:00,05181,45,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:55:00,11:55:00,05179,46,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,11:59:00,11:59:00,05177,47,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:01:00,12:01:00,05175,48,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:03:00,12:03:00,05173,49,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:08:00,12:08:00,05171,50,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:15:00,12:15:00,05169,51,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:18:00,12:18:00,05167,52,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:21:00,12:21:00,05165,53,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:23:00,12:23:00,05163,54,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:25:00,12:25:00,05161,55,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:27:00,12:27:00,05159,56,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:32:00,12:32:00,05157,57,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:40:00,12:40:00,05156,58,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:42:00,12:42:00,05155,59,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:47:00,12:47:00,05153,60,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:51:00,12:51:00,05151,61,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,12:53:00,12:53:00,05149,62,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:00:00,13:00:00,05147,63,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:04:00,13:04:00,05145,64,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:10:00,13:10:00,05143,65,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:18:00,13:18:00,05141,66,,0,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:23:00,13:24:00,05139,67,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:27:00,13:27:00,05137,68,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:29:00,13:29:00,05135,69,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:32:00,13:32:00,05133,70,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:37:00,13:37:00,05131,71,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:45:00,13:45:00,05129,72,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:51:00,13:51:00,05127,73,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,13:57:00,13:57:00,05125,74,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:01:00,14:01:00,05123,75,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:04:00,14:04:00,05121,76,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:07:00,14:07:00,05119,77,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:11:00,14:11:00,05117,78,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:16:00,14:17:00,05115,79,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:21:00,14:21:00,05113,80,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:24:00,14:24:00,05111,81,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:28:00,14:28:00,05109,82,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:30:00,14:30:00,05107,83,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:34:00,14:34:00,05106,84,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:35:00,14:35:00,05105,85,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:37:00,14:37:00,05108,86,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:38:00,14:38:00,05103,87,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:39:00,14:39:00,05104,88,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:41:00,14:41:00,05102,89,,1,0,                                                                                                                                                                                                                                                                                                             
7183012026-08-23,14:44:00,14:44:00,21010,90,,1,0,                                                                                                                                                                                                                                                                                                             
7183112026-08-23,7:57:00,7:57:00,15211,01,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,8:06:00,8:06:00,05505,02,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,8:19:00,8:19:00,05509,03,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,8:27:00,8:28:00,05513,04,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,8:39:00,8:41:00,05517,05,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,8:54:00,8:55:00,05523,06,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,9:00:00,9:00:00,05525,07,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,9:03:00,9:03:00,05527,08,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,9:09:00,9:10:00,05529,09,,0,1,                                                                                                                                                                                                                                                                                                               
7183112026-08-23,9:16:00,9:16:00,05531,10,,0,1,                                                                                                                                                                                                                                                                                                               
